"product_id","time_id","customer_id","promotion_id","store_id","store_sales","store_cost","unit_sales"
"1276","446","5397",,"2","2.8600","0.9438","2"
"973","446","5397",,"2","2.6800","1.0988","2"
"1056","446","5397",,"2","5.8600","2.4026","2"
"806","446","5397",,"2","2.6000","1.1440","1"
"710","446","206",,"2","1.1900","0.5831","1"
"1526","446","206",,"2","3.3000","0.9900","2"
"321","446","206",,"2","4.8200","2.0244","2"
"697","446","206",,"2","2.6600","0.9842","2"
"547","446","1493",,"2","4.6200","2.1714","2"
"431","446","1493",,"2","0.9600","0.3744","1"
"194","446","7656",,"2","6.7200","2.6880","2"
"664","446","7656",,"2","1.7400","0.5220","1"
"82","446","7656",,"2","2.7000","1.2420","1"
"271","446","7656",,"2","4.7400","1.8012","2"
"980","454","7192","112","2","1.7200","0.8084","1"
"1063","454","7192","112","2","9.5400","4.6746","3"
"814","454","7192","112","2","5.1900","2.4393","3"
"5","454","7192","112","2","4.3800","1.9272","2"
"1119","454","3739","112","2","6.3400","2.2824","2"
"231","454","3739","112","2","5.3000","2.0670","2"
"1047","454","8572","112","2","3.2300","1.1628","1"
"864","454","8572","112","2","1.6300","0.6520","1"
"1413","454","8572","112","2","3.3800","1.1830","1"
"1323","454","8572","112","2","5.8800","2.4108","2"
"448","454","8572","112","2","1.5400","0.7084","1"
"684","454","5188","112","2","1.3600","0.4352","2"
"368","454","5188","112","2","3.4200","1.5732","3"
"1316","454","5188","112","2","1.4200","0.6106","2"
"29","454","5188","112","2","5.3400","1.6554","3"
"1050","454","6319","112","2","2.5600","0.9216","2"
"828","454","6319","112","2","2.5800","0.8772","2"
"351","454","6319","112","2","5.5200","1.7664","2"
"152","454","4563","112","2","2.8900","1.3005","1"
"821","454","4563","112","2","3.8200","1.7954","2"
"784","454","4563","112","2","1.0400","0.3744","2"
"68","454","4563","112","2","7.1200","2.2784","2"
"712","430","9618",,"2","3.8700","1.6641","1"
"1061","430","9618",,"2","1.6600","0.6806","1"
"13","430","9618",,"2","2.6500","1.1130","1"
"456","430","9618",,"2","5.3400","2.3496","2"
"732","430","7961",,"2","0.9100","0.4277","1"
"683","430","7961",,"2","2.1600","0.8208","1"
"832","430","7961",,"2","6.4800","2.3976","2"
"1527","430","7961",,"2","3.4600","1.6954","1"
"1426","430","6403",,"2","3.7400","1.5334","1"
"484","430","6403",,"2","3.6400","1.2740","1"
"1339","430","6403",,"2","1.3100","0.4978","1"
"1476","430","6403",,"2","2.2600","1.0396","1"
"334","430","6403",,"2","1.5600","0.4836","2"
"230","430","6403",,"2","1.1900","0.5831","1"
"447","430","1333",,"2","5.7600","2.3616","2"
"480","430","5649",,"2","5.0700","2.3829","3"
"524","430","5649",,"2","3.4800","1.1136","2"
"1166","430","6468",,"2","2.2100","1.0387","1"
"850","430","6468",,"2","3.9900","1.5561","3"
"241","430","6468",,"2","8.7300","3.0555","3"
"97","430","6468",,"2","0.5900","0.2891","1"
"114","430","6468",,"2","2.7600","1.1316","3"
"142","431","9278",,"2","2.3200","0.9744","1"
"757","431","9278",,"2","1.4700","0.4410","1"
"468","431","9278",,"2","3.4800","1.5312","2"
"1333","431","8177",,"2","0.9300","0.3162","1"
"711","431","8177",,"2","2.8900","1.0982","1"
"1433","431","8177",,"2","5.2600","2.4196","2"
"412","431","8177",,"2","2.7600","0.8556","2"
"1264","431","854",,"2","2.3500","1.0340","1"
"1308","431","854",,"2","5.1600","2.3220","2"
"33","431","854",,"2","1.3600","0.4216","1"
"898","431","9278",,"2","1.7400","0.8526","1"
"848","431","9278",,"2","2.2600","0.9040","1"
"998","431","9278",,"2","2.5000","0.9750","2"
"549","431","9278",,"2","1.6800","0.5376","1"
"732","431","2630",,"2","1.8200","0.7826","2"
"1347","431","2630",,"2","1.7700","0.7611","1"
"1058","431","2630",,"2","2.7600","1.1592","1"
"782","431","2630",,"2","4.6800","1.6848","2"
"1198","431","2630",,"2","6.8600","2.9498","2"
"1297","431","7456",,"2","1.6600","0.5478","1"
"1208","431","7456",,"2","2.8700","1.2628","1"
"332","431","7456",,"2","2.2100","0.8177","1"
"988","431","7456",,"2","3.6100","1.4801","1"
"1041","436","7586",,"2","1.4200","0.5680","2"
"60","436","7586",,"2","5.3200","2.2876","2"
"1447","436","7586",,"2","2.9600","1.0952","1"
"279","436","8523",,"2","5.6400","2.1996","2"
"762","436","8523",,"2","3.7000","1.1840","1"
"739","436","2741",,"2","7.1400","2.7132","3"
"1355","436","2741",,"2","1.2600","0.4158","2"
"652","436","2741",,"2","1.6700","0.5177","1"
"789","436","2741",,"2","3.6200","1.4842","1"
"1371","436","8732",,"2","4.9400","2.2724","2"
"602","436","8732",,"2","4.2800","1.3696","2"
"939","436","8732",,"2","1.4000","0.4480","2"
"207","436","3211",,"2","1.2400","0.5332","1"
"1394","436","3211",,"2","2.5300","0.9108","1"
"119","436","3211",,"2","4.5600","2.1888","2"
"829","436","3211",,"2","4.3400","2.1266","2"
"673","436","3211",,"2","5.4800","2.4112","2"
"772","436","7462",,"2","3.8800","1.6296","2"
"1352","436","7462",,"2","2.6500","1.2190","1"
"1462","436","7462",,"2","1.4600","0.6716","2"
"1545","436","7462",,"2","4.5800","1.4656","2"
"1333","479","3182","114","2","0.9300","0.3348","1"
"312","479","3182","114","2","2.1300","1.0011","1"
"1088","479","3182","114","2","6.6400","3.1208","2"
"492","479","1934","114","2","3.5400","1.4514","2"
"935","479","1934","114","2","2.8000","0.9520","1"
"1164","479","1934","114","2","3.4200","1.3680","2"
"1208","479","1934","114","2","2.8700","1.2054","1"
"1491","479","1934","114","2","2.5800","1.0578","1"
"642","479","1934","114","2","1.6600","0.6308","1"
"486","479","1934","114","2","1.1400","0.4674","1"
"659","479","1057","114","2","3.2100","1.4124","1"
"22","479","1057","114","2","4.5800","1.8778","2"
"1518","479","1057","114","2","3.5200","1.6544","1"
"975","479","1057","114","2","3.7600","1.7296","1"
"632","479","1057","114","2","1.6600","0.5810","2"
"1247","479","1057","114","2","3.3600","1.4112","2"
"1197","479","5650","114","2","3.1400","1.0362","1"
"1108","479","5650","114","2","1.6400","0.7052","1"
"232","479","5650","114","2","2.6300","1.1309","1"
"1443","479","4563","114","2","4.3400","2.0832","2"
"767","479","4563","114","2","2.9000","1.1310","2"
"1237","479","4563","114","2","2.7500","1.0175","1"
"52","479","3645","114","2","2.1700","1.0850","1"
"268","479","3645","114","2","1.7300","0.6574","1"
"666","464","1264",,"2","0.8900","0.3916","1"
"30","464","1264",,"2","2.8200","1.1562","2"
"1111","464","1264",,"2","0.7800","0.3276","1"
"982","464","1264",,"2","2.8800","1.1808","1"
"639","464","1264",,"2","6.5600","2.2960","2"
"1255","464","1264",,"2","2.4800","1.0416","2"
"1205","464","5720",,"2","2.6000","0.8320","1"
"1115","464","5720",,"2","2.5000","1.0750","1"
"240","464","5720",,"2","0.8600","0.3096","1"
"895","464","5720",,"2","0.6500","0.3185","1"
"1531","464","6814",,"2","1.0200","0.4692","2"
"550","464","6814",,"2","4.8000","1.9680","2"
"379","464","6814",,"2","3.8500","1.5400","1"
"63","464","6814",,"2","5.9000","2.7730","2"
"1011","464","6814",,"2","6.3400","2.2190","2"
"143","464","5720",,"2","4.9200","2.2632","2"
"1158","464","5720",,"2","1.3200","0.5808","1"
"1229","464","5720",,"2","2.6000","1.0140","2"
"576","464","9517",,"2","1.4000","0.6160","2"
"1418","464","9517",,"2","3.2200","1.5456","2"
"863","464","9517",,"2","2.9800","0.9536","1"
"663","464","5650",,"2","1.7600","0.8272","1"
"426","464","5650",,"2","0.6000","0.2220","1"
"310","464","5650",,"2","0.7600","0.2964","1"
"659","464","5650",,"2","3.2100","0.9951","1"
"1169","464","5650",,"2","2.9800","1.0132","1"
"54","464","5650",,"2","5.8600","2.7542","2"
"697","464","5650",,"2","2.6600","1.2236","2"
"1356","480","1695","114","2","3.2000","1.0880","2"
"1106","480","1695","114","2","3.0400","0.9728","2"
"394","480","1695","114","2","6.2600","3.0674","2"
"850","480","1695","114","2","1.3300","0.6517","1"
"627","480","1695","114","2","1.7000","0.8160","1"
"151","480","1695","114","2","5.8200","2.1534","2"
"1099","480","206","114","2","3.2400","1.5228","1"
"1436","480","206","114","2","1.8400","0.6072","2"
"667","480","7798","114","2","2.6600","0.9044","1"
"1176","480","7798","114","2","5.1300","2.3085","3"
"1526","480","9305","114","2","1.6500","0.5115","1"
"157","480","9305","114","2","5.9000","2.8320","2"
"733","480","9305","114","2","3.9000","1.8330","2"
"1293","480","10188","114","2","4.3200","1.9872","3"
"1270","480","10188","114","2","5.3800","2.0982","2"
"194","480","10188","114","2","3.3600","1.6128","1"
"1463","480","8377","114","2","1.9800","0.6138","1"
"321","480","8377","114","2","4.8200","1.7834","2"
"458","480","5164","114","2","1.5000","0.7200","1"
"1047","480","5164","114","2","3.2300","1.3889","1"
"425","480","5164","114","2","2.5600","1.1008","2"
"1147","480","5164","114","2","2.8400","0.9372","2"
"125","480","5164","114","2","4.6400","1.9488","2"
"487","480","5164","114","2","2.6000","1.2220","1"
"1533","484","1810",,"2","2.5000","0.7750","1"
"165","484","1810",,"2","3.5000","1.6800","2"
"741","484","1810",,"2","1.4600","0.6132","2"
"1300","484","1503",,"2","2.9000","1.3630","2"
"864","484","1503",,"2","3.2600","1.2714","2"
"1346","484","1503",,"2","2.3500","1.1045","1"
"1373","484","7032",,"2","3.6000","1.0800","1"
"780","484","338",,"2","5.6800","2.6128","2"
"38","484","338",,"2","1.3100","0.4061","1"
"708","484","338",,"2","3.6800","1.2512","1"
"1181","484","338",,"2","1.7700","0.7257","1"
"52","484","338",,"2","4.3400","1.9964","2"
"1054","484","338",,"2","1.4800","0.6068","1"
"1510","484","7456",,"2","1.9200","0.7872","2"
"1354","484","7456",,"2","1.4800","0.5476","1"
"678","484","7456",,"2","3.6900","1.1808","1"
"1148","484","7456",,"2","2.6900","1.1836","1"
"152","484","7456",,"2","5.7800","2.0230","2"
"755","484","7456",,"2","2.9800","1.0430","1"
"1401","484","1734",,"2","1.5900","0.5724","1"
"502","484","10103",,"2","3.1700","1.2363","1"
"918","484","10103",,"2","5.9400","2.3166","2"
"59","462","5328",,"2","1.4000","0.6580","1"
"1062","462","5328",,"2","4.7600","1.7136","2"
"26","462","5328",,"2","1.7600","0.5632","2"
"1162","462","5328",,"2","1.5900","0.5883","1"
"253","462","6074",,"2","0.8900","0.2848","1"
"895","462","6074",,"2","1.3000","0.5850","2"
"525","462","6074",,"2","2.8500","1.0545","1"
"808","462","6074",,"2","1.3900","0.5282","1"
"1517","462","6074",,"2","1.1600","0.3712","2"
"1361","462","6074",,"2","3.6200","1.7738","2"
"579","462","7192",,"2","2.4900","1.0209","3"
"329","462","7192",,"2","1.7400","0.7482","1"
"1078","462","7192",,"2","1.6400","0.6724","1"
"612","462","4076",,"2","2.3800","1.0234","1"
"1471","462","4076",,"2","1.5500","0.7130","1"
"316","462","1418",,"2","2.6200","1.0218","2"
"1092","462","1418",,"2","4.7600","2.0944","2"
"323","462","1418",,"2","3.5000","1.4350","1"
"660","462","1418",,"2","5.6000","2.6880","2"
"477","462","1418",,"2","0.8600","0.3956","1"
"1026","462","1418",,"2","2.1300","0.8946","1"
"1442","462","9794",,"2","3.2800","1.2464","2"
"832","462","9794",,"2","3.2400","1.1988","1"
"516","462","4863",,"2","5.5500","2.7195","3"
"493","462","4863",,"2","7.9200","2.9304","3"
"976","462","4863",,"2","3.5100","1.3338","3"
"672","462","4863",,"2","10.0200","4.0080","3"
"755","462","4863",,"2","5.9600","2.0860","2"
"506","462","4863",,"2","11.0400","3.7536","3"
"1258","514","9794",,"2","1.8300","0.5856","3"
"249","514","9794",,"2","3.1800","1.3038","2"
"160","514","9794",,"2","2.1300","0.9798","1"
"842","514","9794",,"2","6.4000","2.3040","2"
"353","514","9794",,"2","4.7100","2.3079","3"
"676","514","9794",,"2","6.5800","2.3030","2"
"852","514","9794",,"2","0.6900","0.2553","1"
"97","514","1810",,"2","1.1800","0.4012","2"
"1006","514","1810",,"2","2.1400","0.8132","1"
"251","514","1810",,"2","4.8800","1.8544","2"
"1372","514","1810",,"2","2.4900","1.0707","1"
"296","514","1810",,"2","0.5000","0.1600","1"
"407","514","1810",,"2","3.2100","1.4766","1"
"490","514","1810",,"2","1.6500","0.8085","1"
"227","514","10010",,"2","1.9800","0.7326","1"
"847","514","7192",,"2","7.6800","2.6112","2"
"1529","514","7192",,"2","9.8100","4.7088","3"
"627","514","7192",,"2","1.7000","0.5780","1"
"1363","514","7192",,"2","5.3200","2.0216","2"
"1540","514","7192",,"2","7.0400","2.1824","2"
"1013","514","5467",,"2","1.5500","0.6045","1"
"1030","514","5467",,"2","2.6400","0.9240","1"
"980","514","5467",,"2","3.4400","1.5136","2"
"1130","514","5467",,"2","1.5500","0.5580","1"
"210","503","3182",,"2","1.5400","0.6776","1"
"281","503","3182",,"2","2.6300","0.8416","1"
"897","503","3182",,"2","0.5400","0.2484","1"
"194","503","3182",,"2","3.3600","1.6464","1"
"138","503","7809",,"2","2.7000","0.9720","1"
"757","503","5689",,"2","2.9400","1.3524","2"
"1440","503","5689",,"2","2.8100","1.3488","1"
"537","503","5689",,"2","7.9500","2.8620","3"
"1273","503","5689",,"2","6.6200","3.0452","2"
"1433","503","2872",,"2","5.2600","1.7884","2"
"118","503","2872",,"2","1.4800","0.4588","1"
"1360","503","2872",,"2","2.4200","0.9922","1"
"751","503","2872",,"2","4.3800","1.7958","2"
"1021","503","2872",,"2","1.2200","0.4026","1"
"1037","503","2872",,"2","1.1600","0.4756","2"
"921","503","8908",,"2","1.3500","0.4590","1"
"1337","503","8908",,"2","1.1400","0.3762","2"
"1233","503","8908",,"2","0.7300","0.3139","1"
"717","503","8908",,"2","3.9200","1.9208","1"
"305","516","3038",,"2","3.3900","1.3899","1"
"854","516","3038",,"2","3.2000","1.4720","2"
"351","516","3038",,"2","2.7600","1.1592","1"
"378","516","7901",,"2","1.1100","0.5106","1"
"222","516","7901",,"2","3.9500","1.5010","1"
"1104","516","7901",,"2","2.4500","0.8330","1"
"1160","516","7901",,"2","2.7600","1.2420","1"
"578","516","7901",,"2","2.2900","0.9618","1"
"767","516","7901",,"2","1.4500","0.5220","1"
"1413","516","1796",,"2","6.7600","2.7040","2"
"1351","516","1796",,"2","3.3400","1.5364","2"
"808","516","1796",,"2","1.3900","0.4726","1"
"1407","516","6309",,"2","0.6300","0.2772","1"
"225","516","6309",,"2","3.8900","1.4004","1"
"1068","516","6309",,"2","4.2200","1.3082","2"
"99","516","6309",,"2","7.0800","2.1948","3"
"1035","516","6309",,"2","1.1100","0.4440","1"
"1534","516","5850",,"2","2.7800","1.0564","1"
"259","516","5850",,"2","3.8000","1.6720","2"
"968","516","5850",,"2","2.5600","1.1776","2"
"398","516","5850",,"2","0.8000","0.3280","1"
"1280","516","5850",,"2","2.7400","1.0412","2"
"192","516","5850",,"2","3.0400","1.3984","2"
"1168","516","5850",,"2","3.8200","1.6808","1"
"815","497","7008",,"2","1.8400","0.7176","2"
"472","497","7008",,"2","0.8200","0.4018","1"
"1088","497","7008",,"2","6.6400","2.1912","2"
"799","497","7008",,"2","2.8400","1.0792","1"
"522","497","7008",,"2","1.6300","0.7172","1"
"489","497","4487",,"2","4.8200","1.4942","2"
"1038","497","4487",,"2","0.7400","0.2590","1"
"949","497","4487",,"2","5.0200","2.5100","2"
"73","497","4487",,"2","2.3300","0.8155","1"
"761","497","4209",,"2","1.7000","0.8330","1"
"1365","497","4209",,"2","1.0600","0.4770","2"
"782","497","10255",,"2","4.6800","2.1060","2"
"572","497","10255",,"2","2.5100","0.9287","1"
"788","497","10255",,"2","1.1000","0.4730","2"
"139","497","10255",,"2","1.7900","0.7697","1"
"528","497","10255",,"2","1.9200","0.6528","2"
"506","497","10255",,"2","7.3600","3.0912","2"
"447","497","9933",,"2","2.8800","1.2096","1"
"409","497","9933",,"2","7.8200","2.4242","2"
"1252","497","9933",,"2","2.2800","1.0716","1"
"696","497","9933",,"2","0.7200","0.2304","1"
"1218","497","9933",,"2","3.6600","1.7934","2"
"796","497","9933",,"2","1.3200","0.4752","1"
"514","504","5237",,"2","1.8100","0.6154","1"
"570","504","5237",,"2","4.3200","2.0304","2"
"1546","504","5237",,"2","0.6100","0.2501","1"
"591","504","5237",,"2","1.1700","0.4446","1"
"753","504","5237",,"2","3.7800","1.7388","2"
"997","504","5237",,"2","3.2900","1.2831","1"
"999","504","8277",,"2","8.1300","3.0081","3"
"1070","504","8277",,"2","7.0200","2.1762","2"
"128","504","8277",,"2","1.0600","0.3604","2"
"983","504","8277",,"2","0.8200","0.3444","1"
"1120","504","8277",,"2","3.4200","1.5732","2"
"1536","504","8277",,"2","1.3300","0.5985","1"
"1432","504","8277",,"2","3.6000","1.1160","2"
"500","504","5121",,"2","2.6600","0.8512","1"
"1010","504","5121",,"2","5.3000","2.2790","2"
"1359","504","6243",,"2","2.4800","0.8928","2"
"1548","504","6243",,"2","1.3400","0.6432","2"
"1063","504","5549",,"2","9.5400","4.3884","3"
"1267","504","5549",,"2","4.8000","1.8240","3"
"1483","504","5549",,"2","2.1300","0.9798","1"
"420","504","5549",,"2","2.2700","1.0669","1"
"1223","504","5549",,"2","0.5900","0.2891","1"
"1200","504","5549",,"2","5.6100","2.4684","3"
"125","504","5549",,"2","2.3200","0.9976","1"
